entity_id,state,last_changed
sensor.ugreen_nas_cpu_temperature,79,2026-07-29T08:16:28.973Z
sensor.ugreen_nas_cpu_temperature,85,2026-07-29T08:16:33.967Z
sensor.ugreen_nas_cpu_temperature,79,2026-07-29T08:16:38.982Z
sensor.ugreen_nas_cpu_temperature,84,2026-07-29T08:16:43.967Z
sensor.ugreen_nas_cpu_temperature,76,2026-07-29T08:16:48.967Z
sensor.ugreen_nas_cpu_temperature,71,2026-07-29T08:16:53.973Z
sensor.ugreen_nas_cpu_temperature,77,2026-07-29T08:16:58.973Z
sensor.ugreen_nas_cpu_temperature,82,2026-07-29T08:17:03.975Z
sensor.ugreen_nas_cpu_temperature,85,2026-07-29T08:17:08.983Z
sensor.ugreen_nas_cpu_temperature,79,2026-07-29T08:17:13.978Z
sensor.ugreen_nas_cpu_temperature,82,2026-07-29T08:17:18.976Z
sensor.ugreen_nas_cpu_temperature,76,2026-07-29T08:17:23.968Z
sensor.ugreen_nas_cpu_temperature,81,2026-07-29T08:17:28.975Z
sensor.ugreen_nas_cpu_temperature,74,2026-07-29T08:17:33.974Z
sensor.ugreen_nas_cpu_temperature,78,2026-07-29T08:17:38.973Z
sensor.ugreen_nas_cpu_temperature,81,2026-07-29T08:17:43.968Z
sensor.ugreen_nas_cpu_temperature,76,2026-07-29T08:17:48.971Z
sensor.ugreen_nas_cpu_temperature,80,2026-07-29T08:17:53.965Z
sensor.ugreen_nas_cpu_temperature,86,2026-07-29T08:17:58.980Z
sensor.ugreen_nas_cpu_temperature,80,2026-07-29T08:18:03.966Z
sensor.ugreen_nas_cpu_temperature,84,2026-07-29T08:18:08.985Z
sensor.ugreen_nas_cpu_temperature,79,2026-07-29T08:18:13.963Z
sensor.ugreen_nas_cpu_temperature,77,2026-07-29T08:18:18.973Z
sensor.ugreen_nas_cpu_temperature,91,2026-07-29T08:18:23.967Z
sensor.ugreen_nas_cpu_temperature,84,2026-07-29T08:18:28.969Z
sensor.ugreen_nas_cpu_temperature,80,2026-07-29T08:18:33.977Z
sensor.ugreen_nas_cpu_temperature,85,2026-07-29T08:18:38.975Z
sensor.ugreen_nas_cpu_temperature,78,2026-07-29T08:18:43.969Z
sensor.ugreen_nas_cpu_temperature,82,2026-07-29T08:18:48.971Z
sensor.ugreen_nas_cpu_temperature,77,2026-07-29T08:18:53.968Z
sensor.ugreen_nas_cpu_temperature,71,2026-07-29T08:18:58.970Z
sensor.ugreen_nas_cpu_temperature,74,2026-07-29T08:19:03.974Z
sensor.ugreen_nas_cpu_temperature,79,2026-07-29T08:19:08.985Z
sensor.ugreen_nas_cpu_temperature,81,2026-07-29T08:19:13.974Z
sensor.ugreen_nas_cpu_temperature,74,2026-07-29T08:19:18.969Z
sensor.ugreen_nas_cpu_temperature,78,2026-07-29T08:19:23.969Z
sensor.ugreen_nas_cpu_temperature,73,2026-07-29T08:19:28.974Z
sensor.ugreen_nas_cpu_temperature,76,2026-07-29T08:19:33.976Z
sensor.ugreen_nas_cpu_temperature,80,2026-07-29T08:19:38.981Z
sensor.ugreen_nas_cpu_temperature,76,2026-07-29T08:19:43.977Z
sensor.ugreen_nas_cpu_temperature,90,2026-07-29T08:19:48.975Z
sensor.ugreen_nas_cpu_temperature,82,2026-07-29T08:19:53.971Z
sensor.ugreen_nas_cpu_temperature,75,2026-07-29T08:19:58.971Z
sensor.ugreen_nas_cpu_temperature,79,2026-07-29T08:20:03.971Z
sensor.ugreen_nas_cpu_temperature,83,2026-07-29T08:20:08.973Z
sensor.ugreen_nas_cpu_temperature,76,2026-07-29T08:20:13.979Z
sensor.ugreen_nas_cpu_temperature,79,2026-07-29T08:20:18.970Z
sensor.ugreen_nas_cpu_temperature,82,2026-07-29T08:20:23.988Z
sensor.ugreen_nas_cpu_temperature,78,2026-07-29T08:20:28.971Z
sensor.ugreen_nas_cpu_temperature,83,2026-07-29T08:20:33.974Z
sensor.ugreen_nas_cpu_temperature,86,2026-07-29T08:20:38.970Z
sensor.ugreen_nas_cpu_temperature,79,2026-07-29T08:20:43.978Z
sensor.ugreen_nas_cpu_temperature,81,2026-07-29T08:20:48.969Z
sensor.ugreen_nas_cpu_temperature,86,2026-07-29T08:20:53.969Z
sensor.ugreen_nas_cpu_temperature,91,2026-07-29T08:20:59.020Z
sensor.ugreen_nas_cpu_temperature,84,2026-07-29T08:21:03.979Z
sensor.ugreen_nas_cpu_temperature,89,2026-07-29T08:21:08.970Z
sensor.ugreen_nas_cpu_temperature,83,2026-07-29T08:21:13.978Z
sensor.ugreen_nas_cpu_temperature,86,2026-07-29T08:21:18.976Z
sensor.ugreen_nas_cpu_temperature,80,2026-07-29T08:21:24.035Z
sensor.ugreen_nas_cpu_temperature,85,2026-07-29T08:21:28.975Z
sensor.ugreen_nas_cpu_temperature,90,2026-07-29T08:21:33.978Z
sensor.ugreen_nas_cpu_temperature,84,2026-07-29T08:21:38.995Z
sensor.ugreen_nas_cpu_temperature,87,2026-07-29T08:21:43.977Z
sensor.ugreen_nas_cpu_temperature,80,2026-07-29T08:21:48.976Z
sensor.ugreen_nas_cpu_temperature,85,2026-07-29T08:21:53.973Z
sensor.ugreen_nas_cpu_temperature,88,2026-07-29T08:21:58.971Z
sensor.ugreen_nas_cpu_temperature,82,2026-07-29T08:22:03.989Z
sensor.ugreen_nas_cpu_temperature,77,2026-07-29T08:22:08.973Z
sensor.ugreen_nas_cpu_temperature,90,2026-07-29T08:22:13.971Z
sensor.ugreen_nas_cpu_temperature,84,2026-07-29T08:22:19.011Z
sensor.ugreen_nas_cpu_temperature,88,2026-07-29T08:22:23.980Z
sensor.ugreen_nas_cpu_temperature,83,2026-07-29T08:22:28.989Z
sensor.ugreen_nas_cpu_temperature,77,2026-07-29T08:22:33.977Z
sensor.ugreen_nas_cpu_temperature,82,2026-07-29T08:22:38.983Z
sensor.ugreen_nas_cpu_temperature,86,2026-07-29T08:22:44.003Z
sensor.ugreen_nas_cpu_temperature,81,2026-07-29T08:22:48.973Z
sensor.ugreen_nas_cpu_temperature,84,2026-07-29T08:22:53.978Z
sensor.ugreen_nas_cpu_temperature,80,2026-07-29T08:22:58.974Z
sensor.ugreen_nas_cpu_temperature,84,2026-07-29T08:23:03.986Z
sensor.ugreen_nas_cpu_temperature,86,2026-07-29T08:23:08.981Z
sensor.ugreen_nas_cpu_temperature,82,2026-07-29T08:23:13.979Z
sensor.ugreen_nas_cpu_temperature,85,2026-07-29T08:23:18.997Z
sensor.ugreen_nas_cpu_temperature,88,2026-07-29T08:23:23.966Z
sensor.ugreen_nas_cpu_temperature,82,2026-07-29T08:23:28.982Z
sensor.ugreen_nas_cpu_temperature,76,2026-07-29T08:23:33.992Z
sensor.ugreen_nas_cpu_temperature,81,2026-07-29T08:23:39.004Z
sensor.ugreen_nas_cpu_temperature,85,2026-07-29T08:23:43.973Z
sensor.ugreen_nas_cpu_temperature,89,2026-07-29T08:23:48.991Z
sensor.ugreen_nas_cpu_temperature,82,2026-07-29T08:23:53.998Z
sensor.ugreen_nas_cpu_temperature,76,2026-07-29T08:23:58.964Z
sensor.ugreen_nas_cpu_temperature,80,2026-07-29T08:24:03.995Z
sensor.ugreen_nas_cpu_temperature,83,2026-07-29T08:24:08.976Z
sensor.ugreen_nas_cpu_temperature,86,2026-07-29T08:24:13.966Z
sensor.ugreen_nas_cpu_temperature,91,2026-07-29T08:24:19.010Z
sensor.ugreen_nas_cpu_temperature,83,2026-07-29T08:24:23.964Z
sensor.ugreen_nas_cpu_temperature,86,2026-07-29T08:24:28.978Z
sensor.ugreen_nas_cpu_temperature,89,2026-07-29T08:24:34.003Z
sensor.ugreen_nas_cpu_temperature,83,2026-07-29T08:24:38.988Z
sensor.ugreen_nas_cpu_temperature,85,2026-07-29T08:24:43.979Z
sensor.ugreen_nas_cpu_temperature,88,2026-07-29T08:24:48.979Z
sensor.ugreen_nas_cpu_temperature,83,2026-07-29T08:24:53.974Z
sensor.ugreen_nas_cpu_temperature,77,2026-07-29T08:24:58.987Z
sensor.ugreen_nas_cpu_temperature,91,2026-07-29T08:25:03.976Z
sensor.ugreen_nas_cpu_temperature,84,2026-07-29T08:25:08.995Z
sensor.ugreen_nas_cpu_temperature,87,2026-07-29T08:25:13.974Z
sensor.ugreen_nas_cpu_temperature,82,2026-07-29T08:25:18.998Z
sensor.ugreen_nas_cpu_temperature,85,2026-07-29T08:25:23.985Z
sensor.ugreen_nas_cpu_temperature,89,2026-07-29T08:25:28.979Z
sensor.ugreen_nas_cpu_temperature,83,2026-07-29T08:25:33.988Z
sensor.ugreen_nas_cpu_temperature,86,2026-07-29T08:25:38.985Z
sensor.ugreen_nas_cpu_temperature,89,2026-07-29T08:25:43.995Z
sensor.ugreen_nas_cpu_temperature,83,2026-07-29T08:25:48.988Z
sensor.ugreen_nas_cpu_temperature,86,2026-07-29T08:25:53.970Z
sensor.ugreen_nas_cpu_temperature,80,2026-07-29T08:25:58.968Z
sensor.ugreen_nas_cpu_temperature,77,2026-07-29T08:26:03.968Z
sensor.ugreen_nas_cpu_temperature,81,2026-07-29T08:26:08.983Z
sensor.ugreen_nas_cpu_temperature,86,2026-07-29T08:26:13.979Z
sensor.ugreen_nas_cpu_temperature,79,2026-07-29T08:26:18.975Z
sensor.ugreen_nas_cpu_temperature,86,2026-07-29T08:26:23.987Z
sensor.ugreen_nas_cpu_temperature,91,2026-07-29T08:26:28.975Z
sensor.ugreen_nas_cpu_temperature,85,2026-07-29T08:26:33.987Z
sensor.ugreen_nas_cpu_temperature,87,2026-07-29T08:26:38.986Z
sensor.ugreen_nas_cpu_temperature,90,2026-07-29T08:26:43.977Z
sensor.ugreen_nas_cpu_temperature,84,2026-07-29T08:26:48.986Z
sensor.ugreen_nas_cpu_temperature,86,2026-07-29T08:26:53.983Z
sensor.ugreen_nas_cpu_temperature,89,2026-07-29T08:26:58.977Z
sensor.ugreen_nas_cpu_temperature,84,2026-07-29T08:27:03.992Z
sensor.ugreen_nas_cpu_temperature,88,2026-07-29T08:27:08.988Z
sensor.ugreen_nas_cpu_temperature,93,2026-07-29T08:27:13.970Z
sensor.ugreen_nas_cpu_temperature,86,2026-07-29T08:27:18.970Z
sensor.ugreen_nas_cpu_temperature,90,2026-07-29T08:27:24.037Z
sensor.ugreen_nas_cpu_temperature,83,2026-07-29T08:27:28.974Z
sensor.ugreen_nas_cpu_temperature,87,2026-07-29T08:27:33.975Z
sensor.ugreen_nas_cpu_temperature,81,2026-07-29T08:27:38.977Z
sensor.ugreen_nas_cpu_temperature,84,2026-07-29T08:27:43.973Z
sensor.ugreen_nas_cpu_temperature,87,2026-07-29T08:27:48.970Z
sensor.ugreen_nas_cpu_temperature,80,2026-07-29T08:27:53.976Z
sensor.ugreen_nas_cpu_temperature,73,2026-07-29T08:27:58.975Z
sensor.ugreen_nas_cpu_temperature,75,2026-07-29T08:28:03.970Z
sensor.ugreen_nas_cpu_temperature,72,2026-07-29T08:28:08.970Z
sensor.ugreen_nas_cpu_temperature,79,2026-07-29T08:28:13.980Z
sensor.ugreen_nas_cpu_temperature,82,2026-07-29T08:28:18.972Z
sensor.ugreen_nas_cpu_temperature,85,2026-07-29T08:28:23.983Z
sensor.ugreen_nas_cpu_temperature,87,2026-07-29T08:28:28.975Z
sensor.ugreen_nas_cpu_temperature,80,2026-07-29T08:28:33.986Z
sensor.ugreen_nas_cpu_temperature,85,2026-07-29T08:28:38.980Z
sensor.ugreen_nas_cpu_temperature,87,2026-07-29T08:28:43.980Z
sensor.ugreen_nas_cpu_temperature,89,2026-07-29T08:28:48.985Z
sensor.ugreen_nas_cpu_temperature,82,2026-07-29T08:28:53.971Z
sensor.ugreen_nas_cpu_temperature,85,2026-07-29T08:28:58.999Z
sensor.ugreen_nas_cpu_temperature,88,2026-07-29T08:29:03.997Z
sensor.ugreen_nas_cpu_temperature,91,2026-07-29T08:29:08.980Z
sensor.ugreen_nas_cpu_temperature,84,2026-07-29T08:29:13.972Z
sensor.ugreen_nas_cpu_temperature,87,2026-07-29T08:29:18.971Z
sensor.ugreen_nas_cpu_temperature,89,2026-07-29T08:29:23.990Z
sensor.ugreen_nas_cpu_temperature,83,2026-07-29T08:29:28.972Z
sensor.ugreen_nas_cpu_temperature,86,2026-07-29T08:29:33.988Z
sensor.ugreen_nas_cpu_temperature,80,2026-07-29T08:29:38.996Z
sensor.ugreen_nas_cpu_temperature,84,2026-07-29T08:29:43.969Z
sensor.ugreen_nas_cpu_temperature,88,2026-07-29T08:29:48.984Z
sensor.ugreen_nas_cpu_temperature,81,2026-07-29T08:29:53.993Z
sensor.ugreen_nas_cpu_temperature,84,2026-07-29T08:29:58.970Z
sensor.ugreen_nas_cpu_temperature,87,2026-07-29T08:30:03.982Z
sensor.ugreen_nas_cpu_temperature,81,2026-07-29T08:30:08.982Z
sensor.ugreen_nas_cpu_temperature,86,2026-07-29T08:30:13.968Z
sensor.ugreen_nas_cpu_temperature,89,2026-07-29T08:30:18.993Z
sensor.ugreen_nas_cpu_temperature,94,2026-07-29T08:30:23.967Z
sensor.ugreen_nas_cpu_temperature,87,2026-07-29T08:30:28.991Z
sensor.ugreen_nas_cpu_temperature,83,2026-07-29T08:30:33.995Z
sensor.ugreen_nas_cpu_temperature,87,2026-07-29T08:30:38.990Z
sensor.ugreen_nas_cpu_temperature,91,2026-07-29T08:30:43.994Z
sensor.ugreen_nas_cpu_temperature,85,2026-07-29T08:30:48.995Z
sensor.ugreen_nas_cpu_temperature,88,2026-07-29T08:30:53.991Z
sensor.ugreen_nas_cpu_temperature,92,2026-07-29T08:30:58.994Z
sensor.ugreen_nas_cpu_temperature,86,2026-07-29T08:31:03.995Z
sensor.ugreen_nas_cpu_temperature,89,2026-07-29T08:31:08.997Z
sensor.ugreen_nas_cpu_temperature,83,2026-07-29T08:31:13.995Z
sensor.ugreen_nas_cpu_temperature,86,2026-07-29T08:31:18.995Z
sensor.ugreen_nas_cpu_temperature,89,2026-07-29T08:31:23.994Z
sensor.ugreen_nas_cpu_temperature,85,2026-07-29T08:31:28.970Z
sensor.ugreen_nas_cpu_temperature,89,2026-07-29T08:31:33.995Z
sensor.ugreen_nas_cpu_temperature,84,2026-07-29T08:31:38.974Z
sensor.ugreen_nas_cpu_temperature,87,2026-07-29T08:31:44.205Z
sensor.ugreen_nas_cpu_temperature,91,2026-07-29T08:31:48.975Z
sensor.ugreen_nas_cpu_temperature,84,2026-07-29T08:31:53.972Z
sensor.ugreen_nas_cpu_temperature,87,2026-07-29T08:31:58.974Z
sensor.ugreen_nas_cpu_temperature,90,2026-07-29T08:32:03.983Z
sensor.ugreen_nas_cpu_temperature,84,2026-07-29T08:32:08.999Z
sensor.ugreen_nas_cpu_temperature,80,2026-07-29T08:32:13.974Z
sensor.ugreen_nas_cpu_temperature,85,2026-07-29T08:32:18.975Z
sensor.ugreen_nas_cpu_temperature,92,2026-07-29T08:32:23.968Z
sensor.ugreen_nas_cpu_temperature,85,2026-07-29T08:32:28.997Z
sensor.ugreen_nas_cpu_temperature,91,2026-07-29T08:32:33.994Z
sensor.ugreen_nas_cpu_temperature,85,2026-07-29T08:32:38.979Z
sensor.ugreen_nas_cpu_temperature,78,2026-07-29T08:32:43.979Z
sensor.ugreen_nas_cpu_temperature,84,2026-07-29T08:32:48.993Z
sensor.ugreen_nas_cpu_temperature,89,2026-07-29T08:32:53.979Z
sensor.ugreen_nas_cpu_temperature,94,2026-07-29T08:32:58.970Z
sensor.ugreen_nas_cpu_temperature,88,2026-07-29T08:33:03.995Z
sensor.ugreen_nas_cpu_temperature,83,2026-07-29T08:33:08.997Z
sensor.ugreen_nas_cpu_temperature,86,2026-07-29T08:33:13.969Z
sensor.ugreen_nas_cpu_temperature,82,2026-07-29T08:33:18.971Z
sensor.ugreen_nas_cpu_temperature,85,2026-07-29T08:33:23.971Z
sensor.ugreen_nas_cpu_temperature,90,2026-07-29T08:33:28.984Z
sensor.ugreen_nas_cpu_temperature,85,2026-07-29T08:33:33.975Z
sensor.ugreen_nas_cpu_temperature,90,2026-07-29T08:33:38.967Z
sensor.ugreen_nas_cpu_temperature,84,2026-07-29T08:33:43.966Z
sensor.ugreen_nas_cpu_temperature,86,2026-07-29T08:33:48.968Z
sensor.ugreen_nas_cpu_temperature,90,2026-07-29T08:33:53.979Z
sensor.ugreen_nas_cpu_temperature,83,2026-07-29T08:33:58.970Z
sensor.ugreen_nas_cpu_temperature,86,2026-07-29T08:34:03.996Z
sensor.ugreen_nas_cpu_temperature,91,2026-07-29T08:34:08.972Z
sensor.ugreen_nas_cpu_temperature,84,2026-07-29T08:34:13.976Z
sensor.ugreen_nas_cpu_temperature,87,2026-07-29T08:34:18.993Z
sensor.ugreen_nas_cpu_temperature,90,2026-07-29T08:34:23.990Z
sensor.ugreen_nas_cpu_temperature,84,2026-07-29T08:34:28.968Z
sensor.ugreen_nas_cpu_temperature,88,2026-07-29T08:34:33.968Z
sensor.ugreen_nas_cpu_temperature,83,2026-07-29T08:34:38.987Z
sensor.ugreen_nas_cpu_temperature,86,2026-07-29T08:34:43.970Z
sensor.ugreen_nas_cpu_temperature,89,2026-07-29T08:34:48.995Z
sensor.ugreen_nas_cpu_temperature,82,2026-07-29T08:34:53.993Z
sensor.ugreen_nas_cpu_temperature,86,2026-07-29T08:34:58.967Z
sensor.ugreen_nas_cpu_temperature,92,2026-07-29T08:35:03.996Z
sensor.ugreen_nas_cpu_temperature,86,2026-07-29T08:35:08.997Z
sensor.ugreen_nas_cpu_temperature,89,2026-07-29T08:35:13.969Z
sensor.ugreen_nas_cpu_temperature,84,2026-07-29T08:35:18.984Z
sensor.ugreen_nas_cpu_temperature,88,2026-07-29T08:35:24.094Z
sensor.ugreen_nas_cpu_temperature,92,2026-07-29T08:35:28.994Z
sensor.ugreen_nas_cpu_temperature,86,2026-07-29T08:35:33.994Z
sensor.ugreen_nas_cpu_temperature,89,2026-07-29T08:35:38.969Z
sensor.ugreen_nas_cpu_temperature,83,2026-07-29T08:35:43.967Z
sensor.ugreen_nas_cpu_temperature,86,2026-07-29T08:35:48.993Z
sensor.ugreen_nas_cpu_temperature,90,2026-07-29T08:35:53.967Z
sensor.ugreen_nas_cpu_temperature,83,2026-07-29T08:35:58.971Z
sensor.ugreen_nas_cpu_temperature,86,2026-07-29T08:36:03.987Z
sensor.ugreen_nas_cpu_temperature,91,2026-07-29T08:36:08.982Z
sensor.ugreen_nas_cpu_temperature,84,2026-07-29T08:36:13.993Z
sensor.ugreen_nas_cpu_temperature,88,2026-07-29T08:36:18.968Z
sensor.ugreen_nas_cpu_temperature,82,2026-07-29T08:36:23.980Z
sensor.ugreen_nas_cpu_temperature,85,2026-07-29T08:36:28.970Z
sensor.ugreen_nas_cpu_temperature,90,2026-07-29T08:36:33.978Z
sensor.ugreen_nas_cpu_temperature,84,2026-07-29T08:36:38.980Z
sensor.ugreen_nas_cpu_temperature,87,2026-07-29T08:36:43.979Z
sensor.ugreen_nas_cpu_temperature,90,2026-07-29T08:36:48.974Z
sensor.ugreen_nas_cpu_temperature,93,2026-07-29T08:36:53.993Z
sensor.ugreen_nas_cpu_temperature,85,2026-07-29T08:36:58.994Z
sensor.ugreen_nas_cpu_temperature,89,2026-07-29T08:37:03.992Z
sensor.ugreen_nas_cpu_temperature,83,2026-07-29T08:37:08.991Z
sensor.ugreen_nas_cpu_temperature,87,2026-07-29T08:37:13.975Z
sensor.ugreen_nas_cpu_temperature,82,2026-07-29T08:37:18.978Z
sensor.ugreen_nas_cpu_temperature,85,2026-07-29T08:37:24.005Z
sensor.ugreen_nas_cpu_temperature,88,2026-07-29T08:37:28.974Z
sensor.ugreen_nas_cpu_temperature,83,2026-07-29T08:37:33.973Z
sensor.ugreen_nas_cpu_temperature,87,2026-07-29T08:37:38.974Z
sensor.ugreen_nas_cpu_temperature,89,2026-07-29T08:37:43.978Z
sensor.ugreen_nas_cpu_temperature,81,2026-07-29T08:37:48.975Z
sensor.ugreen_nas_cpu_temperature,75,2026-07-29T08:37:53.979Z
sensor.ugreen_nas_cpu_temperature,70,2026-07-29T08:37:58.975Z
sensor.ugreen_nas_cpu_temperature,68,2026-07-29T08:38:03.988Z
sensor.ugreen_nas_cpu_temperature,72,2026-07-29T08:38:08.978Z
sensor.ugreen_nas_cpu_temperature,69,2026-07-29T08:38:13.975Z
sensor.ugreen_nas_cpu_temperature,77,2026-07-29T08:38:18.963Z
sensor.ugreen_nas_cpu_temperature,71,2026-07-29T08:38:23.967Z
sensor.ugreen_nas_cpu_temperature,70,2026-07-29T08:38:28.977Z
sensor.ugreen_nas_cpu_temperature,78,2026-07-29T08:38:33.976Z
sensor.ugreen_nas_cpu_temperature,72,2026-07-29T08:38:38.976Z
sensor.ugreen_nas_cpu_temperature,77,2026-07-29T08:38:43.978Z
sensor.ugreen_nas_cpu_temperature,72,2026-07-29T08:38:48.978Z
sensor.ugreen_nas_cpu_temperature,79,2026-07-29T08:38:53.970Z
sensor.ugreen_nas_cpu_temperature,73,2026-07-29T08:38:58.992Z
sensor.ugreen_nas_cpu_temperature,78,2026-07-29T08:39:03.978Z
sensor.ugreen_nas_cpu_temperature,73,2026-07-29T08:39:08.975Z
sensor.ugreen_nas_cpu_temperature,79,2026-07-29T08:39:13.978Z
sensor.ugreen_nas_cpu_temperature,73,2026-07-29T08:39:18.976Z
sensor.ugreen_nas_cpu_temperature,70,2026-07-29T08:39:23.984Z
sensor.ugreen_nas_cpu_temperature,75,2026-07-29T08:39:28.975Z
sensor.ugreen_nas_cpu_temperature,71,2026-07-29T08:39:33.978Z
sensor.ugreen_nas_cpu_temperature,76,2026-07-29T08:39:38.975Z
sensor.ugreen_nas_cpu_temperature,71,2026-07-29T08:39:43.975Z
sensor.ugreen_nas_cpu_temperature,76,2026-07-29T08:39:48.980Z
sensor.ugreen_nas_cpu_temperature,72,2026-07-29T08:39:53.977Z
sensor.ugreen_nas_cpu_temperature,75,2026-07-29T08:39:58.979Z
sensor.ugreen_nas_cpu_temperature,71,2026-07-29T08:40:03.975Z
sensor.ugreen_nas_cpu_temperature,78,2026-07-29T08:40:08.979Z
sensor.ugreen_nas_cpu_temperature,72,2026-07-29T08:40:13.971Z
sensor.ugreen_nas_cpu_temperature,70,2026-07-29T08:40:18.968Z
sensor.ugreen_nas_cpu_temperature,75,2026-07-29T08:40:23.978Z
sensor.ugreen_nas_cpu_temperature,70,2026-07-29T08:40:28.978Z
sensor.ugreen_nas_cpu_temperature,77,2026-07-29T08:40:33.979Z
sensor.ugreen_nas_cpu_temperature,72,2026-07-29T08:40:38.968Z
sensor.ugreen_nas_cpu_temperature,69,2026-07-29T08:40:43.975Z
sensor.ugreen_nas_cpu_temperature,74,2026-07-29T08:40:48.980Z
sensor.ugreen_nas_cpu_temperature,79,2026-07-29T08:40:53.976Z
sensor.ugreen_nas_cpu_temperature,73,2026-07-29T08:40:58.975Z
sensor.ugreen_nas_cpu_temperature,69,2026-07-29T08:41:03.975Z
sensor.ugreen_nas_cpu_temperature,74,2026-07-29T08:41:08.975Z
sensor.ugreen_nas_cpu_temperature,70,2026-07-29T08:41:13.975Z
sensor.ugreen_nas_cpu_temperature,73,2026-07-29T08:41:18.976Z
sensor.ugreen_nas_cpu_temperature,69,2026-07-29T08:41:23.967Z
sensor.ugreen_nas_cpu_temperature,73,2026-07-29T08:41:28.979Z
sensor.ugreen_nas_cpu_temperature,70,2026-07-29T08:41:33.979Z
sensor.ugreen_nas_cpu_temperature,77,2026-07-29T08:41:38.979Z
sensor.ugreen_nas_cpu_temperature,71,2026-07-29T08:41:43.980Z
sensor.ugreen_nas_cpu_temperature,76,2026-07-29T08:41:48.978Z
sensor.ugreen_nas_cpu_temperature,71,2026-07-29T08:41:53.975Z
sensor.ugreen_nas_cpu_temperature,75,2026-07-29T08:41:58.975Z
sensor.ugreen_nas_cpu_temperature,71,2026-07-29T08:42:03.975Z
sensor.ugreen_nas_cpu_temperature,78,2026-07-29T08:42:08.975Z
sensor.ugreen_nas_cpu_temperature,73,2026-07-29T08:42:13.974Z
sensor.ugreen_nas_cpu_temperature,69,2026-07-29T08:42:18.975Z
sensor.ugreen_nas_cpu_temperature,74,2026-07-29T08:42:28.978Z
sensor.ugreen_nas_cpu_temperature,78,2026-07-29T08:42:33.975Z
sensor.ugreen_nas_cpu_temperature,72,2026-07-29T08:42:38.968Z
sensor.ugreen_nas_cpu_temperature,69,2026-07-29T08:42:43.981Z
sensor.ugreen_nas_cpu_temperature,78,2026-07-29T08:42:48.980Z
sensor.ugreen_nas_cpu_temperature,72,2026-07-29T08:42:53.979Z
sensor.ugreen_nas_cpu_temperature,70,2026-07-29T08:42:58.978Z
sensor.ugreen_nas_cpu_temperature,75,2026-07-29T08:43:03.977Z
sensor.ugreen_nas_cpu_temperature,71,2026-07-29T08:43:08.975Z
sensor.ugreen_nas_cpu_temperature,76,2026-07-29T08:43:13.990Z
sensor.ugreen_nas_cpu_temperature,71,2026-07-29T08:43:18.972Z
sensor.ugreen_nas_cpu_temperature,77,2026-07-29T08:43:24.051Z
sensor.ugreen_nas_cpu_temperature,72,2026-07-29T08:43:28.977Z
sensor.ugreen_nas_cpu_temperature,69,2026-07-29T08:43:33.975Z
sensor.ugreen_nas_cpu_temperature,75,2026-07-29T08:43:38.975Z
sensor.ugreen_nas_cpu_temperature,70,2026-07-29T08:43:43.973Z
